,Brand,Model,Weight,Operating System,Display Size,Pixel Density,Display Touchscreen,Clock-speed,Capacity,RAM Type,SSD Capacity,Battery Type,Wi-Fi Version,Warranty,Price (Rs),Weight_Category,Resolution_X,Resolution_Y,GPU_Brand,GPU_Tier,CPU_Brand,CPU_Category,Total_Pixels,Screen_Category,PPI_Category
5655,HP,15-ab549TX (T9G25PA),2.0,Windows 10,15.6,141,No,2,8 GB,DDR3,512 GB,Li-Ion,4.0,1,64990.0,Normal,1920,1080,NVIDIA,Other,Intel,i7-6Gen,2073600,Medium,Medium
5658,Lenovo,330S (81F501GRIN),1.87,Windows 10,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,43990.0,Normal,1920,1080,Intel,Integrated,Intel,i5-8Gen,2073600,Medium,Medium
5659,HP,15-eg3027TU (7S4N7PA),1.74,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,5.0,1,64990.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5660,Asus,C434TA-IH348T,1.36,Chrome OS,14.0,157,Yes,1,4 GB,DDR3,512 GB,Li-Ion,5.0,1,65280.0,Light,1920,1080,Intel,Integrated,Intel,Other,2073600,Medium,Medium
5661,Asus,X509FA-EJ562TS,2.0,Windows 10,15.6,141,No,1,8 GB,DDR4,256 GB,Li-Po,5.0,1,50314.0,Normal,1920,1080,Intel,Integrated,Intel,i5-8Gen,2073600,Medium,Medium
5662,Lenovo,130 (81H700C3IN),2.1,Windows 10,15.6,100,No,2,4 GB,DDR4,512 GB,Li-Po,5.0,1,32690.0,Normal,1366,768,Intel,Integrated,Intel,i3-7Gen,1049088,Medium,Low
5663,Dell,3525 (D560832WIN9B),1.68,Windows 11,15.6,141,No,2,8 GB,DDR4,256 GB,Li-Ion,5.0,1,36990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
5664,Asus,16 OLED K6602VU-LZ952WS,1.9,Windows 11,16.0,236,Yes,5,16 GB,DDR5,1 TB,Li-Ion,6.0,1,149900.0,Normal,3200,2000,NVIDIA,High,Intel,i9-13Gen,6400000,Large,High
5665,HP,445 G8 (7K2K0PA),1.37,DOS,14.0,157,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,46990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
5666,Lenovo,E470 (20H1004UIG),1.87,DOS,14.0,112,No,2,4 GB,DDR4,512 GB,Li-Po,5.0,1,58990.0,Normal,1366,768,Intel,Integrated,Intel,i5-7Gen,1049088,Medium,Low
5667,HP,16-a0030TX (18J95PA),2.35,Windows 10,16.1,137,No,2,16 GB,DDR4,256 GB,Li-Ion,6.0,1,109990.0,Heavy,1920,1080,NVIDIA,Entry Gaming,Intel,i7-10Gen,2073600,Large,Low
5668,Asus,UM325UA-KG501TS,1.14,Windows 10,13.3,166,No,2,8 GB,DDR4,512 GB,Li-Ion,6.0,1,81000.0,Ultra Light,1920,1080,AMD,Integrated,AMD,Ryzen 5-4Gen,2073600,Small,Medium
5669,Lenovo,E14 (20YES00900),1.6,Windows 10,14.0,157,No,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,69990.0,Light,1920,1080,AMD,Integrated,AMD,Ryzen 7-5Gen,2073600,Medium,Medium
5670,Lenovo,(82Y700A2IN),1.5,Windows 11,14.5,208,No,5,16 GB,DDR5,1 TB,Li-Ion,6.0,1,104900.0,Light,2560,1600,Intel,Integrated,Intel,i7-13Gen,4096000,Medium,High
5671,Asus,X515JA-EJ511T,2.7,Windows 10,15.6,141,No,1,8 GB,DDR4,256 GB,Li-Po,5.0,1,50990.0,Heavy,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5672,HP,x360 15g-br019tx (2XP01PA),1.86,Windows 10,15.6,100,Yes,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,49500.0,Normal,1366,768,AMD,Integrated,Intel,i5-7Gen,1049088,Medium,Low
5673,Asus,X512FA-EJ555T,1.75,Windows 10,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,50839.0,Light,1920,1080,Intel,Integrated,Intel,i5-8Gen,2073600,Medium,Medium
5674,Acer,TMP214-41-G2 (UN.VS7SI.022),1.6,Windows 11,14.0,112,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,47990.0,Light,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
5677,Lenovo,130-15IKB (81H7005BIN),2.1,Windows 10,15.6,141,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,29990.0,Normal,1920,1080,Intel,Integrated,Intel,i3-6Gen,2073600,Medium,Medium
5678,Lenovo,520 (81BF00KSIN),2.2,Windows 10,15.6,141,No,1,4 GB,DDR4,512 GB,Li-Po,5.0,1,55139.0,Normal,1920,1080,Intel,Integrated,Intel,i5-8Gen,2073600,Medium,Medium
5679,Asus,A555LA-XX2564T,2.3,Windows 10,15.6,100,No,2,4 GB,DDR3,512 GB,Li-Po,4.0,2,32245.0,Normal,1366,768,Intel,Integrated,Intel,i3-5Gen,1049088,Medium,Low
5680,HP,14-AM020TU (X0S87PA),1.9,Windows 10,14.0,157,No,2,4 GB,DDR3,512 GB,Li-Ion,4.0,1,33990.0,Normal,1920,1080,Intel,Integrated,Intel,i3-5Gen,2073600,Medium,Medium
5681,Lenovo,L340 (81LG00TKIN),2.2,Windows 10,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Po,5.0,1,47990.0,Normal,1920,1080,NVIDIA,Basic Dedicated,Intel,i5-8Gen,2073600,Medium,Medium
5683,HP,14-cb193nr (9MV87UA),1.44,Windows 10,14.0,112,Yes,1,4 GB,DDR4,512 GB,Li-Ion,5.0,1,43563.0,Light,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
5684,Asus,X512FA-EJ374T,1.7,Windows 10,15.6,141,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,38990.0,Light,1920,1080,Intel,Integrated,Intel,i3-10Gen,2073600,Medium,Medium
5685,Lenovo,Slim 3i 81WB01E8IN,2.0,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,6.0,2,29240.0,Normal,1920,1080,Intel,Integrated,Intel,i3-10Gen,2073600,Medium,Medium
5687,Dell,13 9370 (A560024WIN9),1.21,Windows 10,13.3,331,Yes,1,16 GB,DDR3,512 GB,Li-Ion,5.0,1,129990.0,Ultra Light,3840,2160,Intel,Integrated,Intel,i7-8Gen,8294400,Small,High
5688,Asus,K513EA-BQ501TS,1.7,Windows 10,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Po,5.0,1,45999.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5689,Asus,K413EA-EB521TS,1.4,Windows 10,14.0,157,No,2,16 GB,DDR4,512 GB,Li-Ion,5.0,1,62990.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5690,Asus,UM3402YA-KM751WS,1.39,Windows 11,14.0,243,No,2,16 GB,DDR4,1 TB,Li-Ion,6.0,1,79990.0,Light,2880,1800,AMD,Integrated,AMD,Other,5184000,Medium,High
5691,Asus,M515DA-BQ521T,1.8,Windows 10,15.6,141,No,2,4 GB,DDR4,256 GB,Li-Ion,5.0,1,41699.0,Light,1920,1080,AMD,Integrated,AMD,Ryzen 5-3Gen,2073600,Medium,Medium
5692,Microsoft,Surface Book (DAG-00105),1.25,Windows 10,13.5,201,Yes,2,8 GB,DDR3,256 GB,Li-Ion,5.0,1,114999.0,Ultra Light,2256,1504,Intel,Integrated,Intel,i5-7Gen,3393024,Small,High
5693,Dell,7590 (C562511WIN9),2.5,Windows 10,15.6,141,No,2,16 GB,DDR4,512 GB,Li-Ion,5.0,1,139990.0,Heavy,1920,1080,NVIDIA,Other,Intel,i7-9Gen,2073600,Medium,Medium
5697,Asus,X1502ZA-EJ524WS,1.7,Windows 11,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,6.0,1,46990.0,Light,1920,1080,Intel,Integrated,Intel,i5-12Gen,2073600,Medium,Medium
5698,Dell,G15-5510 (D560638WIN9B),2.4,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,68499.0,Heavy,1920,1080,NVIDIA,Entry Gaming,Intel,i5-10Gen,2073600,Medium,Medium
5700,Dell,15 5593 (C560520WIN9),2.2,Windows 10,15.6,141,No,1,8 GB,DDR4,256 GB,Li-Ion,5.0,1,61500.0,Normal,1920,1080,NVIDIA,Basic Dedicated,Intel,i5-1Gen,2073600,Medium,Medium
5701,Asus,E410KA-BV001W,1.3,Windows 11,14.0,112,No,1,4 GB,DDR4,256 GB,Li-Ion,5.0,1,18265.0,Ultra Light,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
5702,Asus,X541UA DM1252D,1.9,DOS,15.6,141,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,27490.0,Normal,1920,1080,Intel,Integrated,Intel,i3-7Gen,2073600,Medium,Medium
5703,HP,13-be2048AU (7S451PA),1.58,Windows 11,13.3,170,No,4,16 GB,DDR5,1 TB,Li-Ion,5.0,1,72990.0,Light,1920,1200,AMD,Integrated,AMD,Other,2304000,Small,Medium
5704,Asus,S530FN-BQ202T,1.8,Windows 10,15.6,141,No,1,8 GB,DDR4,256 GB,Li-Po,5.0,1,69990.0,Light,1920,1080,NVIDIA,Basic Dedicated,Intel,i5-8Gen,2073600,Medium,Medium
5705,Asus,16X K3605VC-MB951WS,1.8,Windows 11,16.0,142,No,5,16 GB,DDR4,1 TB,Li-Ion,6.0,1,96490.0,Light,1920,1200,NVIDIA,Mid,Intel,i9-13Gen,2304000,Large,Medium
5707,Asus,R541UV-DM526,2.4,DOS,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,40990.0,Heavy,1920,1080,NVIDIA,Basic Dedicated,Intel,i5-7Gen,2073600,Medium,Medium
5708,Asus,K15 OLED K513EA-L301WS,1.8,Windows 11,15.6,141,No,4,8 GB,DDR4,256 GB,Li-Ion,6.0,1,35375.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5710,HP,14a-na0023nr (4M110UA),1.46,Chrome OS,14.0,112,No,1,4 GB,DDR4,512 GB,Li-Ion,5.0,1,35941.0,Light,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
5711,Asus,FX504GD-E4992T,2.3,Windows 10,15.6,141,No,2,8 GB,DDR4,256 GB,Li-Ion,5.0,1,62980.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i5-8Gen,2073600,Medium,Medium
5712,Lenovo,5i (82AU00CFIN),2.3,Windows 10,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Ion,6.0,1,69990.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i5-10Gen,2073600,Medium,Medium
5713,Asus,FX505DT-AL118T,2.2,Windows 10,15.6,141,No,2,8 GB,DDR4,512 GB,Li-Po,5.0,1,71909.0,Normal,1920,1080,NVIDIA,Entry Gaming,AMD,Ryzen 5-3Gen,2073600,Medium,Medium
5714,Lenovo,L14 (20U1S06K00),1.73,Windows 10,14.0,112,No,1,8 GB,DDR4,512 GB,Li-Po,6.0,1,78000.0,Light,1366,768,Intel,Integrated,Intel,i5-10Gen,1049088,Medium,Low
5715,Asus,X512DA-EJ440T,1.6,Windows 10,15.6,141,No,2,4 GB,DDR4,256 GB,Li-Ion,5.0,1,36990.0,Light,1920,1080,AMD,Integrated,AMD,Ryzen 5-3Gen,2073600,Medium,Medium
5716,Lenovo,Y540 (81SX00G8IN),2.3,Windows 10,15.6,141,No,2,8 GB,DDR4,1 TB,Li-Po,5.0,1,89990.0,Normal,1920,1080,NVIDIA,Other,Intel,i5-9Gen,2073600,Medium,Medium
5717,Dell,3595 (C560502WIN9),2.2,Windows 10,15.6,100,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,24882.0,Normal,1366,768,AMD,Integrated,AMD,Other,1049088,Medium,Low
5718,Asus,FA506IC-HN075W,1.4,Windows 11,15.6,141,No,2,16 GB,DDR4,512 GB,Li-Ion,6.0,1,88890.0,Light,1920,1080,NVIDIA,Mid,AMD,Other,2073600,Medium,Medium
5719,Lenovo,S14 Gen 3 (82TW001DIH),1.5,Windows 11,14.0,157,No,1,8 GB,DDR4,512 GB,Li-Ion,6.0,3,44990.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5720,Lenovo,L340 (81LG0097IN),2.2,Windows 10,15.6,100,No,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,44990.0,Normal,1366,768,NVIDIA,Basic Dedicated,Intel,i5-8Gen,1049088,Medium,Low
5721,Asus,Flip TN3402QA-LZ540WS,1.5,Windows 11,14.0,162,Yes,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,57999.0,Light,1920,1200,AMD,Integrated,AMD,Other,2304000,Medium,Medium
5722,Lenovo,S145 (81MV013QIN),1.85,Windows 10,15.6,141,No,1,4 GB,DDR4,512 GB,Li-Po,5.0,1,38990.0,Normal,1920,1080,Intel,Integrated,Intel,i5-8Gen,2073600,Medium,Medium
5724,Lenovo,330 (81DE02YHIN),2.2,Windows 10,15.6,100,No,1,4 GB,DDR4,512 GB,Li-Po,5.0,1,19490.0,Normal,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
5725,HP,X360 13-ac058tu (1HQ32PA),1.32,Windows 10,13.3,166,Yes,2,8 GB,DDR3,360 GB,Li-Ion,5.0,1,115289.0,Light,1920,1080,Intel,Integrated,Intel,i5-7Gen,2073600,Small,Medium
5726,Asus,GA401IU-HE173TS,1.6,Windows 10,14.0,157,No,2,16 GB,DDR4,512 GB,Li-Ion,6.0,1,97428.0,Light,1920,1080,NVIDIA,Other,AMD,Ryzen 7-4Gen,2073600,Medium,Medium
5727,Asus,X512JP-EJ238TS,1.7,Windows 10,15.6,141,No,1,8 GB,DDR4,256 GB,Li-Ion,5.0,1,75990.0,Light,1920,1080,NVIDIA,Basic Dedicated,Intel,i7-1Gen,2073600,Medium,Medium
5728,Asus,GA401QM-HZ022TS,1.7,Windows 10,14.0,157,No,2,16 GB,DDR4,1 TB,Li-Ion,6.0,1,148500.0,Light,1920,1080,NVIDIA,Other,AMD,Ryzen 7-5Gen,2073600,Medium,Medium
5729,Lenovo,330S (81F5015VIN),1.8,Windows 10,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,46990.0,Light,1920,1080,AMD,Integrated,Intel,i5-8Gen,2073600,Medium,Medium
5730,HP,15-ep0143tx (22H44PA),3.61,Windows 10,15.6,141,No,2,16 GB,DDR4,512 GB,Li-Po,6.0,1,63999.0,Heavy,1920,1080,NVIDIA,Entry Gaming,Intel,i5-10Gen,2073600,Medium,Medium
5731,Acer,SF314-51 (NX.GKKSI.002),1.5,Windows 10,14.0,112,No,2,8 GB,DDR4,256 GB,Li-Ion,5.0,1,75499.0,Light,1366,768,Intel,Integrated,Intel,i7-7Gen,1049088,Medium,Low
5732,Asus,OLED UX3402VA-KM742WS,1.39,Windows 11,14.0,243,No,5,16 GB,DDR5,512 GB,Li-Ion,6.0,1,84990.0,Light,2880,1800,Intel,Integrated,Intel,i7-1Gen,5184000,Medium,High
5733,HP,16-e0333AX (7K4H5PA),2.46,Windows 11,16.1,137,No,4,16 GB,DDR4,512 GB,Li-Ion,5.0,1,69790.0,Heavy,1920,1080,NVIDIA,Other,AMD,Other,2073600,Large,Low
5735,HP,15-ew0047TU (7F693PA),2.91,Windows 11,15.6,141,No,4,16 GB,DDR4,512 GB,Li-Ion,6.0,1,108900.0,Heavy,1920,1080,Intel,Integrated,Intel,i7-1Gen,2073600,Medium,Medium
5736,Asus,K513EP-BQ702TS,1.8,Windows 10,15.6,141,No,2,8 GB,DDR4,256 GB,Li-Ion,6.0,1,60611.0,Light,1920,1080,NVIDIA,Basic Dedicated,Intel,i7-1Gen,2073600,Medium,Medium
5737,HP,15-ek0021TX (183H8PA),2.36,Windows 10,15.6,141,No,2,16 GB,DDR4,1 TB,Li-Ion,6.0,1,146990.0,Heavy,1920,1080,NVIDIA,Other,Intel,i7-10Gen,2073600,Medium,Medium
5738,Dell,15 SE (D560323HIN9S),2.5,Windows 10,15.0,147,No,2,16 GB,DDR4,512 GB,Li-Ion,6.0,1,89990.0,Heavy,1920,1080,AMD,Integrated,AMD,Ryzen 7-4Gen,2073600,Medium,Medium
5739,Asus,G512LI-HN364TS,2.0,Windows 10,15.6,141,No,2,16 GB,DDR4,1 TB,Li-Ion,6.0,1,92284.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i7-10Gen,2073600,Medium,Medium
5741,Lenovo,L13 Yoga (20R5S02B00),1.43,Windows 10,13.3,166,No,1,16 GB,DDR4,1 TB,Li-Po,5.0,1,125900.0,Light,1920,1080,Intel,Integrated,Intel,i7-10Gen,2073600,Small,Medium
5742,HP,x360 13-aw2001TU (2D9H5PA),1.27,Windows 10,13.3,166,Yes,4,8 GB,DDR4,512 GB,Li-Po,6.0,1,120000.0,Ultra Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Small,Medium
5743,Lenovo,S145 (81MV0095IN),1.85,Windows 10,15.6,141,No,1,4 GB,DDR4,512 GB,Li-Ion,5.0,1,51390.0,Normal,1920,1080,Intel,Integrated,Intel,i5-8Gen,2073600,Medium,Medium
5744,Lenovo,520 (81BF00K8IH),2.2,Windows 10,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,59890.0,Normal,1920,1080,NVIDIA,Basic Dedicated,Intel,i5-8Gen,2073600,Medium,Medium
5745,Lenovo,920 (80Y8003TIN),1.3,Windows 10,13.9,317,Yes,1,16 GB,DDR4,512 GB,Li-Ion,5.0,1,126490.0,Ultra Light,3840,2160,Intel,Integrated,Intel,i7-8Gen,8294400,Small,High
5748,Asus,E203NAH-FD049T,2.1,Windows 10,11.6,135,No,1,2 GB,DDR3,512 GB,Li-Po,4.0,1,18999.0,Normal,1366,768,Intel,Integrated,Intel,Other,1049088,Small,Low
5749,Lenovo,P14s (20VXS0G800),1.5,Windows 11,14.0,157,No,2,16 GB,DDR4,512 GB,Li-Ion,5.0,1,119999.0,Light,1920,1080,Intel,Integrated,Intel,i7-1Gen,2073600,Medium,Medium
5750,Lenovo,14IRU8 (82Y00053IN),1.5,Windows 11,14.0,157,Yes,1,16 GB,DDR4,512 GB,Li-Ion,5.0,1,83801.0,Light,1920,1080,Intel,Integrated,Intel,i7-1Gen,2073600,Medium,Medium
5751,Asus,GA402NJ-L8094WS,1.65,Windows 11,14.0,216,No,4,16 GB,DDR5,512 GB,Li-Ion,6.0,1,89990.0,Light,2560,1600,NVIDIA,Mid,AMD,Other,4096000,Medium,High
5752,Lenovo,Pro 5 16ARX8 (82WM00B5IN),2.5,Windows 11,16.0,189,No,3,16 GB,DDR5,1 TB,Li-Po,6.0,1,142190.0,Heavy,2560,1600,NVIDIA,High,AMD,Other,4096000,Large,High
5753,Lenovo,900 (80UE00BLIH),1.3,Windows 10,13.3,166,Yes,2,8 GB,DDR3,512 GB,Li-Ion,4.0,1,128690.0,Ultra Light,1920,1080,Intel,Integrated,Intel,i7-6Gen,2073600,Small,Medium
5754,HP,240 G8 (3D0J1PA),1.47,DOS,14.0,112,No,3,4 GB,DDR4,512 GB,Li-Ion,5.0,1,40300.0,Light,1366,768,Intel,Integrated,Intel,i3-1Gen,1049088,Medium,Low
5755,Lenovo,P14s Gen 2 (20VXS0G400),1.5,Windows 11,14.0,157,No,2,16 GB,DDR4,512 GB,Li-Ion,6.0,3,95500.0,Light,1920,1080,NVIDIA,Other,Intel,i7-1Gen,2073600,Medium,Medium
5756,Lenovo,330S (81F500GKIN),1.87,Windows 10,15.6,141,No,2,4 GB,DDR4,512 GB,Li-Ion,5.0,1,38950.0,Normal,1920,1080,AMD,Integrated,Intel,i3-8Gen,2073600,Medium,Medium
5757,Asus,16X K3605ZU-MB541WS,1.8,Windows 11,16.0,142,No,2,16 GB,DDR4,512 GB,Li-Ion,6.0,1,70990.0,Light,1920,1200,NVIDIA,High,Intel,i5-12Gen,2304000,Large,Medium
5758,Asus,16X K3605ZF-MBN544WS,1.8,Windows 11,16.0,138,No,2,16 GB,DDR4,512 GB,Li-Ion,6.0,1,61990.0,Light,1920,1080,NVIDIA,Entry Gaming,Intel,i5-12Gen,2073600,Large,Low
5759,Asus,F571LH-BQ429T,2.14,Windows 10,15.6,141,No,2,8 GB,DDR4,256 GB,Li-Ion,6.0,1,50880.0,Normal,1920,1080,NVIDIA,Entry Gaming,Intel,i5-10Gen,2073600,Medium,Medium
5760,Asus,X513EP-BQ502TS,1.8,Windows 10,15.6,141,No,2,8 GB,DDR4,256 GB,Li-Ion,6.0,1,59990.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5761,Dell,3511 (D560743WIN9B),1.8,Windows 11,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Ion,5.0,1,38400.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5762,LG,16T90Q-G.AH75A2,1.48,Windows 11,16.0,189,Yes,3,16 GB,DDR5,512 GB,Li-Ion,6.0,3,103839.0,Light,2560,1600,Intel,Integrated,Intel,i7-1Gen,4096000,Large,High
5763,Asus,KM513IA-EJ395T,1.8,Windows 10,15.6,141,Yes,2,8 GB,DDR4,256 GB,Li-Ion,6.0,1,57500.0,Light,1920,1080,AMD,Integrated,AMD,Ryzen 5-4Gen,2073600,Medium,Medium
5764,Dell,3400 (D552260WIN9B),1.59,Windows 11,14.0,157,No,2,8 GB,DDR4,512 GB,Li-Ion,5.0,1,54590.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5765,Asus,G731GT-H7180T,2.85,Windows 10,17.3,127,No,2,8 GB,DDR4,1 TB,Li-Ion,5.0,1,67588.0,Heavy,1920,1080,NVIDIA,Entry Gaming,Intel,i5-9Gen,2073600,Large,Low
5768,MSI,GS66 Stealth 10SD-497IN,2.11,Windows 10,15.6,141,No,2,16 GB,DDR4,512 GB,Li-Po,6.0,1,119990.0,Normal,1920,1080,NVIDIA,Other,Intel,i7-10Gen,2073600,Medium,Medium
5769,Lenovo,E14 (20RAS0ET00),1.77,Windows 10,14.0,157,No,1,8 GB,DDR4,512 GB,Li-Ion,6.0,1,65999.0,Light,1920,1080,Intel,Integrated,Intel,i5-10Gen,2073600,Medium,Medium
5770,Asus,C523NA-BR0476,1.43,Chrome OS,15.6,100,No,1,4 GB,DDR4,512 GB,Li-Ion,5.0,1,17990.0,Light,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
5771,HP,14-ce1000tu (5FW09PA),1.6,Windows 10,14.0,157,No,1,8 GB,DDR4,256 GB,Li-Ion,5.0,1,59366.0,Light,1920,1080,Intel,Integrated,Intel,i5-8Gen,2073600,Medium,Medium
5772,HP,x360 13-ay1062AU,1.32,Windows 11,13.3,166,Yes,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,64990.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Small,Medium
5773,Lenovo,(82H801DJIN),1.65,DOS,15.6,141,No,2,8 GB,DDR4,256 GB,Li-Ion,5.0,1,41890.0,Light,1920,1080,Intel,Integrated,Intel,i3-1Gen,2073600,Medium,Medium
5774,Lenovo,S145 (81VD00EQIN),1.85,Windows 10,15.6,141,No,2,4 GB,DDR4,512 GB,Li-Po,5.0,1,31890.0,Normal,1920,1080,Intel,Integrated,Intel,i3-7Gen,2073600,Medium,Medium
5775,Dell,12 (XPSU12-8000CRBFB),1.52,Windows 8,12.5,176,Yes,2,8 GB,DDR3,256 GB,Li-Ion,5.0,1,58490.0,Light,1920,1080,Intel,Integrated,Intel,i7-4Gen,2073600,Small,Medium
5776,Asus,G614JU-N3201WS,2.5,Windows 11,16.0,142,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,121990.0,Heavy,1920,1200,NVIDIA,High,Intel,i7-13Gen,2304000,Large,Medium
5777,Asus,X1502ZA-EJ532WS,1.7,Windows 11,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Ion,6.0,1,44900.0,Light,1920,1080,Intel,Integrated,Intel,i5-1Gen,2073600,Medium,Medium
5778,Asus,E202SA-FD012D,1.2,DOS,11.6,135,No,1,2 GB,DDR3,512 GB,Li-Po,5.0,1,16547.0,Ultra Light,1366,768,Intel,Integrated,Intel,Other,1049088,Small,Low
5780,Dell,15 7500 (D560233WIN9B),2.56,Windows 10,15.6,141,No,2,16 GB,DDR4,1 TB,Li-Ion,6.0,1,104990.0,Heavy,1920,1080,NVIDIA,Other,Intel,i9-10Gen,2073600,Medium,Medium
5781,Lenovo,V15 (82KDA01UIH),1.7,DOS,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,27990.0,Light,1920,1080,AMD,Other,AMD,Other,2073600,Medium,Medium
5782,Dell,3515 (D585029WIN8),1.69,Windows 11,15.6,141,No,4,8 GB,DDR4,512 GB,Li-Ion,5.0,1,42199.0,Light,1920,1080,AMD,Integrated,AMD,Other,2073600,Medium,Medium
5783,Asus,R554LA-RS51T,2.6,Windows 8,15.6,100,Yes,2,6 GB,DDR3,512 GB,Li-Po,4.0,1,139155.0,Heavy,1366,768,Intel,Integrated,Intel,i5-5Gen,1049088,Medium,Low
5785,Asus,X515EP-EJ512TS,1.8,Windows 10,15.6,141,No,2,8 GB,DDR4,256 GB,Li-Ion,4.0,1,54990.0,Light,1920,1080,NVIDIA,Basic Dedicated,Intel,i5-1Gen,2073600,Medium,Medium
5786,Asus,K513EP-BQ512TS,2.24,Windows 10,15.6,141,No,4,8 GB,DDR4,256 GB,Li-Ion,5.0,1,55990.0,Normal,1920,1080,NVIDIA,Basic Dedicated,Intel,i5-1Gen,2073600,Medium,Medium
5787,Microsoft,Surface 4 (5PB-00049),1.26,Windows 11,13.5,201,No,2,8 GB,DDR4,256 GB,Li-Ion,4.0,1,112122.0,Ultra Light,2256,1504,AMD,Integrated,AMD,Other,3393024,Small,High
5788,Asus,GL502VM-FY230T,2.2,Windows 10,15.6,141,No,2,16 GB,DDR4,256 GB,Li-Ion,5.0,2,119980.0,Normal,1920,1080,NVIDIA,Other,Intel,i7-7Gen,2073600,Medium,Medium
5789,Asus,X540SA-XX384D,1.8,DOS,15.6,100,No,2,4 GB,DDR3,512 GB,Li-Ion,4.0,1,22500.0,Light,1366,768,Intel,Integrated,Intel,Other,1049088,Medium,Low
5790,Asus,X515JF-EJ522TS,1.8,Windows 10,15.6,141,No,1,8 GB,DDR4,512 GB,Li-Po,5.0,1,56900.0,Light,1920,1080,NVIDIA,Basic Dedicated,Intel,i5-1Gen,2073600,Medium,Medium
5791,Asus,FX766LI-H7061T,2.6,Windows 10,17.3,127,No,2,16 GB,DDR4,512 GB,Li-Po,6.0,1,88000.0,Heavy,1920,1080,NVIDIA,Entry Gaming,Intel,i7-10Gen,2073600,Large,Low
5793,Dell,3584 (C560515WIN9),2.03,Windows 10,15.6,141,No,2,4 GB,DDR4,256 GB,Li-Ion,5.0,1,33990.0,Normal,1920,1080,Intel,Integrated,Intel,i3-7Gen,2073600,Medium,Medium
5794,Asus,M7600QE-L2058TS,1.95,Windows 10,16.0,283,No,4,16 GB,DDR4,1 TB,Li-Ion,6.0,1,128500.0,Normal,3840,2400,NVIDIA,Other,AMD,Other,9216000,Large,High
5795,Asus,G513RC-HN251WS,2.1,Windows 11,15.6,141,No,4,16 GB,DDR5,1 TB,Li-Ion,6.0,1,91990.0,Normal,1920,1080,NVIDIA,Mid,AMD,Other,2073600,Medium,Medium
